tweet_id,user_id,tweet_text,followers_count,following_count,tweet_count,listed_count,hashtags,mentions,user_description,retweet_count,reply_count,like_count,quote_count,created_at,label
1.54E+18,412776527,I be so unbothered by a lot of shit bc in reality I don’t be giving a fuck! I be having way more things to worry about than some shit that don’t matter.,4707,3085,235314,6,0,0,10/4/17 Isabella Celestine Ka’Mora Garcia 👑💕 06/07/20 Kason Aziz De’Variea Conley 💙🥰 04/29/2019  #TheLeeaWayyy💙💪🏾,95,0,98,10,2022-06-16 05:42:20+00:00,0
1.54E+18,553141265,"Anxiety - IDLES - Get Wholesome, Before The Shit Hits The Fan. #wholesome #radio https://t.co/gplMv0n8Vu",2182,2012,1217223,176,1,0,Subversive Sounds for Freaks of All Ages. Located @wholesomeZine in the old Hammond organ factory @stdiob3.,0,0,0,0,2022-06-19 21:21:34+00:00,0
1.54E+18,221573745,"Happy Father’s Day to my daddio @RickyKnightWAW I haven’t seen you in a few years because the pandemic but can’t wait to hug you again (and also get some updated pics lol) but love you so much and have best day ever, wish I could be there to celebrate you! ❤️ https://t.co/mBnsxwx9H4",2660699,975,12962,3510,0,1,Often confused with Diamond Dallas Page |  Mgmt: meech@goodgoldagency.com,50,23,839,0,2022-06-19 17:04:03+00:00,0
1.54E+18,1.12E+18,"Amazing news!

Hawaii’s governor has signed the transgender health care protection bill into law!

This will prevent insurance companies from discriminating against trans people by labeling FFS, hair removal, voice therapy, and top surgery cosmetic!

https://t.co/h4R5ins8xg",53916,1438,21383,197,0,0,Solidarity w/ trans kids ✊Leftist ⬅️ Mom 👩‍👦Weather nerd ⛈ DC 🇺🇸 Deacon ✝️ D&D DM 🐲 She/her. All opinions my own. Venmo erin888,1191,34,5729,30,2022-06-17 22:11:46+00:00,0
1.54E+18,1.43E+18,can't escape suju anywhere and i don't want to either 🥺 hoshi joshua seungkwan suju fanboys😭😭 https://t.co/4LflXH9eAE,600,482,15909,3,0,0,꧁ 🍓🍒 єνєяℓαѕтιηg cаяат 🍒🍓 ꧂,8,1,50,0,2022-06-16 20:38:06+00:00,0
1.54E+18,1.53E+18,I will be at school when you go live dang it @moesargi and also hope U like my new profile pic! 🥰💖🥺,0,5,15,0,0,1,"Jessica stawczyk
18 from 
Melbourne Australia",0,0,0,0,2022-06-19 21:28:18+00:00,0
1.54E+18,1.27E+18,"I feel overwhelming depressed tonight. You know when you just know you’re about to be in a terrible depressive episode, I’ve been masking it but I can’t anymore. I’m so sad I think about cutting sometimes. I hate this so much.",1321,332,11859,0,0,0,,2,0,15,0,2022-06-18 23:43:14+00:00,1
1.54E+18,7.17E+17,A rough background concept…yay or nay? Any tips 🥺 sometimes I feel my backgrounds are never in sync with my art https://t.co/ti5o07AgGv,713,1400,9769,11,0,0,🍑 Awakened//churi 🍑24🍑 Freelance Storyboard Artist *Digital Artist// Streamer 🍑Latin-POC💜Trying to keep my shit together sometimes over 18 rated content 🔞,4,1,13,0,2022-06-18 18:52:45+00:00,0
1.54E+18,1.02E+18,"I can’t tell you how happy it makes me to be able to share this experience with my girls.   🧡🤍🧡
I wish I could go back in time and work another one of her camps! https://t.co/Z8IPvnjKjA",1191,1391,908,0,0,0,"Mom, Head Basketball Coach, Athletic Director, and Food Service Director at PHS",0,1,27,0,2022-06-17 16:58:14+00:00,0
1.54E+18,1.52E+18,Okay fine maybe I’m not reformed. This is incredibly hot https://t.co/1uYUg7dvWv,78,239,1608,0,0,0,20 y/o mechanophile in love with giant mechs who welds and lifts weights,1,0,9,0,2022-06-19 05:43:08+00:00,0
1.54E+18,2831605683,A baby is dead and 2 more traumatized because they watched their sister be executed by a man that couldn’t accept no. Like how does this type of shit happening everyday not make y’all more angry? You think it can’t be you or what??? I need to know. https://t.co/VdxZBHxgxs,6575,1681,235420,45,0,0,I’m a Publicist and Co-Founder of @thequeendombbtx. We’re raising funds. Jesus shook tables and I do too. Your feelings about me only matter to you 😉.,329,4,936,6,2022-06-14 14:11:07+00:00,0
1.54E+18,1.47E+18,reading this again makes me wanna cry then cry a little more then maybe cry a lot@more then maybe cry myself to sleep https://t.co/mqroyk5Zuv,604,387,5130,12,0,0,|| bnha | jjk | csm | naruto | tokyo ghoul | bl | haikyuu | aot | death note | hxh | banana fish | genshin | !! spoilers !! | 18+ | bi || m/w @m1yasuna ᓚᘏᗢ,2,0,6,0,2022-06-18 16:17:17+00:00,0
1.54E+18,1.52E+18,"you know what’s sad in all of this is that seojoon seems like he genuinely had no idea he made jiwoo feel lonely and his biggest fear is feeling lonely so making someone he loves feel like that hurt him.. he really tried his best
#ToMyStar2 
#ToMyStar2EP6 
https://t.co/UvBPkUI9RN",663,327,5008,3,1,0,"тмѕ ✰ “ᴍᴇ ᴛᴏᴏ, ɪ ʟᴏᴠᴇ ʏᴏᴜ ᴀ ʟᴏᴛ” ✰ “ɪ ʟɪᴋᴇ ᴡʜᴇɴ ʏᴏᴜ’ʀᴇ ʜᴀᴘᴘʏ”",78,3,378,18,2022-06-19 05:20:55+00:00,0
1.54E+18,1.50E+18,"Every time I am depressed, sad I will be self to watch my favorite anime, do not fast forward from the theme song to see the end, so that all the negative emotions with the end of the anime and then gone.
Try listening to Guity Crown
@dreamy #EscapeTheNoiseEvent https://t.co/ApJeIFo6MK",15,313,440,0,1,1,简简单单的在NFT里活着（老韭菜）,0,0,0,0,2022-06-15 11:38:17+00:00,1
1.54E+18,1.33E+18,@ActuallySpoopy SCREAMING....I FOUND IT...theres only 11 empty pages...mentall illness... https://t.co/q0qDUfY6Ah,933,613,18490,35,0,1,"they/he | 19 | multifandom | artist | dont repost my art without permission + credit , dont qrtwt my art",0,1,1,0,2022-06-13 14:20:27+00:00,0
1.54E+18,1.16E+18,this is a cry for help https://t.co/xSe2TKJ9LC,45,162,1188,0,0,0,,0,0,5,0,2022-06-16 03:48:14+00:00,0
1.54E+18,8.55E+17,"I’m gonna be dumb and sappy for a sec here, but I cannot express how much I love and adore this man 🥺 I’m so glad we even became friends years ago when we did,took a few years for me to get you as mine but I’m so glad I have you now 💖 I’m excited to spend a week with him soon https://t.co/pMHGiDiSHs",232,932,4834,0,0,0,⭐️Fursuiter ⭐️Scorpio⭐️ Never enough sleep⭐️I like MLP a lot💖@JosiahWusky💖,0,1,7,0,2022-06-16 11:13:11+00:00,0
1.54E+18,1.39E+18,me and my thoughts tonight https://t.co/BxQocxPMXd,39,36,205,0,0,0,ya Hi...homoSAPPIen speaking,1,0,11,0,2022-06-17 22:08:45+00:00,0
1.54E+18,1.32E+18,"I want to let all who wish to know that Nigerian is at its end road. IPOB will sit-by and watch how nature will destroy Nigeria. Start making up your minds on how to build your various nations that will emerge. The end of Nigeria is here believe me.
#NigerianYouthsVsGovtCabals",1617,3827,6723,0,1,0,Biafra Child,2,0,2,0,2022-06-19 21:16:41+00:00,0
1.54E+18,1.52E+18,"GUYS. We did it. Im shocked. Thank you to every single one of you that’s ever shown me a lick of support. It means the world to me. You guys rock. Now the grind really starts. Wig is here to do big things, we’ve finally started down that road. ❤️🥹 Much love. https://t.co/RGk3sVqo5x",257,216,522,0,0,0,"Too competetive for my own good, just a dude trying to win!! 
Now Streaming:
- Warzone 
- Overwatch
- Apex Legends
Follow for more content!!",3,4,15,3,2022-06-19 16:34:14+00:00,0
1.54E+18,1.54E+18,hey can any of you fuckers act? the minions are kinda useless and im trying to make something hehe,46,29,581,0,0,0,18. bi? your future favorite director. i ♥ hot moms. (rp acc of Eli Brooks from TGND run by @ritzbitzfake),0,7,13,0,2022-06-19 03:07:25+00:00,0
1.54E+18,1.52E+18,"@DayoAmusa Foodstuffs for the family
And give the rest to my mom  she is a poor widow,ma please help us today it been long we have been awaiting your giveaway ma ,hear the cry of our voice today ma
##CharlseTyrwhittInNigeria",11,89,380,0,1,1,I'm cool and broke,0,0,0,0,2022-06-17 16:33:19+00:00,0
1.54E+18,178426416,"I’m terrible at hiding irritation, my face and body language will always betray me.",32877,17940,126483,12,0,0,Millennial || Tech Guy || 6'4 || Lefty || My retweets do not mean endorsement || ✌️,185,4,227,1,2022-06-14 07:50:03+00:00,0
1.54E+18,1.25E+18,Always been told i look better wet……and when something is in my mouth 😂 i do need all the help i can get! https://t.co/QadlQg9Tiz,522,4966,310,0,0,0,Sarcastic good ole boy. Take your own path no matter how lonely.,2,2,13,0,2022-06-17 15:37:09+00:00,0
1.54E+18,46752718,"There are 8 months between these photos. In the 1st, I was depressed, suicidal &amp; struggled to leave the house

The 2nd was yesterday - out for a meal, enjoying life, the happiest I’ve been in years

So yeah, if things suck right now, know that they won’t stay that way forever 💚 https://t.co/HKyW9HS7GS",42686,2466,23080,79,0,0,"Radio producer • bipolar, anxiety & OCD • love being outdoors • Insta: WalkWithCharlie_ • she/her 🏳️‍🌈🌱",296,438,13176,27,2022-06-18 08:43:56+00:00,0
1.54E+18,1.53E+18,https://t.co/1fgQrAGjJq https://t.co/WY0eguixIY,9069,547,837,3,0,0,Don't worry too much and don't let it get to you. claiming acc: @melgives_ Store: @BillyKappa_ByM 🎩✨ vouches: #MelissaProofs,1,0,24,0,2022-06-18 10:01:58+00:00,0
1.54E+18,1030711922,"🚨 Juventus want to set the release clause at €125M.

De Ligt's representatives want to set it closer to €80M.

The defender would consider his future at Juve if they continue to finish 4th in Serie A and he wants an easier escape route. 

(Source: @cmdotcom) https://t.co/WtVvwkqQac",1284117,179,57136,4463,0,1,"📝 The biggest, and the best. Bringing you all the latest news and updates, all year round. 18+",83,9,775,1,2022-06-15 08:46:44+00:00,0
1.54E+18,993967676,"At Gamelands Stone Circle. I walked anti-clockwise round the circle, finding stones like a fairy ring hidden by long grasses and yellow buttercups as I went along. The sky dark and brooding with rain on one side, and bright with blue sky and sunshine on the other. A magical place https://t.co/3DNz0vWwoI",1336,762,14264,4,0,0,Live in Cumbria. Have Cat 😻 Like Sketching and Nature. Sometimes Knitting. Often Cooking. Look out for me on the 555 Bus 👋📱🚌😃 I❤️ My Campervan,0,2,30,0,2022-06-17 17:50:37+00:00,0
1.54E+18,1.05E+18,"No lie, my ADHD been making me feel like a fucking failure lately... Can barely get anything done in a normal timeframe. Nothing.. 😔",125,22,168,0,0,0,"Actor | Twitch | YouTube | TikTok | Instagram | OnlyFans | Quinn
Twitch edits by @blackbird_annie",0,4,11,0,2022-06-18 05:20:41+00:00,0
1.54E+18,153067265,"It’s hot. And every single person regardless of size or any “differences” from the “norm” should be able to wear short sleeves, crop tops and shorts - without stares, glares &amp; whispers. Do not be a dickhead. People really struggle with their body image, especially during summer.",104865,354,130565,383,0,0,"The gal who lived learning to live. Influencer Of The Year 21’🥂 Mum, author, columnist. Press/interviews @bellepr_ Managed by @gleamfutures✨(she/her)",787,11,4230,18,2022-06-15 08:21:23+00:00,0
1.54E+18,1.02E+18,why am I laughing why is this funny https://t.co/7zgRvN3uiR,1785,732,20796,8,0,0,"19 he/him
lums'25",64,32,789,27,2022-06-18 16:23:31+00:00,0
1.54E+18,1.26E+18,"#Destiny2 this is a cry for help

I'm begging https://t.co/XQrY0ilBiR",13,211,31,0,1,0,Disappointing my parents is my day job,0,0,0,0,2022-06-17 19:03:39+00:00,0
1.54E+18,1.49E+18,"Feeling it again today. Peter said, ""get away from me Lord Im a sinful man"", then later he betrays Him, the rooster crows twice and Peter wept. Today I feel like that, get away from me Lord I'm a complete failure. I don't understand people who don't know how Peter felt. https://t.co/a513AqpwaH",2,14,222,0,0,0,I am a meat popsicle.,0,0,0,0,2022-06-13 08:41:20+00:00,0
1.54E+18,1.03E+18,telling people you feel fatigued is very fun (and by that I mean not fun) because people always think I need a nap but really I wish it was something I could just sleep through instead of feeling like my body is jello under extreme internal and external pressure,460,474,2167,2,0,0,FLI farm kid turned bio PhD - RB & Cell Cycle @ Sage lab. education & abolition. ask me about bioBUDS,0,1,2,0,2022-06-19 21:32:33+00:00,0
1.54E+18,1.46E+18,@tintin90592078 Yes exactly we all are tired of explaining not to worry and just wait for the episodes to come if at all such happens then we can share our feedbacks On TL. Only based on some articles plz don't make the TL full of negativity Kd checks our tweets so plz be positive.,4,7,491,0,0,1,,0,0,3,0,2022-06-15 13:53:16+00:00,0
1.54E+18,1.48E+18,"we rarely talk about this but... park taejun's ""boyfriend"" look/fits though 😌💯 https://t.co/fDjnsuw2vF",635,57,2510,4,0,0,사랑이 뭘까? 지금 우리가 하는 거 🌃,47,0,227,5,2022-06-15 23:28:32+00:00,0
1.54E+18,1.53E+18,"hope you’re all having a lovely sunday!
i watched #svu season one with a
box of donut holes. now on to #ao3 https://t.co/5LohfxxUC0",169,366,529,0,1,0,svu/oc • csa survivor • leo • california sober • boujie • ill mannered • eo • chris melonis big ego • mariska as a religion • here for the fanfic • 18+,0,2,16,0,2022-06-19 20:55:42+00:00,0
1.54E+18,1.48E+18,postpone neet 🙏🙏🙏🙏 SAVE FUTURE DOCTORS.every time neet aspirants suffering.plssss #JUSTICEforNEETUG,7,2,3326,0,1,0,,14,0,2,0,2022-06-19 05:32:42+00:00,0
1.54E+18,1.54E+18,So excited to share that I’ve accepted my place at @NclDClinPsy for the #dclinpsy 🥳 as it’s my first time applying I’m feeling very grateful and it’s definitely still sinking in🤯 Exciting times ahead!,22,52,2,0,1,1,"Incoming Trainee Clinical Psychologist, interests in trauma and compassion-focussed approaches. All views my own💫🦋",1,3,28,0,2022-06-18 09:57:06+00:00,0
1.54E+18,1.53E+18,its so sad to know how determined i was and still watch myself fuck up. i really thought i could do it i feel like such a failure https://t.co/lHuBQ6VJIi,13,18,257,0,0,0,"he/they/it |
edtwt",0,0,0,0,2022-06-18 20:26:55+00:00,0
1.54E+18,1.37E+18,"Man, this is crazy. I went from being depressed and mad and feeling alone everyday, to feeling loved and happy and just hopeful. I don't think you will see anymore tweets of me being sad and shit, things are only getting better from here🥰",527,2323,13913,7,0,0,Hi I am Rayne!✨He/Them I am a queer grey Witch/Taken💜/ I have alot of show ideas/ UNT Journalism student,0,1,3,1,2022-06-17 17:30:13+00:00,0
1.54E+18,351941964,Hope Mikaelson went from breaking down whenever she felt a connection to Klaus to being at peace with his death and spreading his ashes at her favorite place 🥺😭 https://t.co/zaEMWKcCYW,5082,895,268117,55,0,0,"i never claimed to ship the healthy ones, but I do claim I don't ship the boring ones 💫 | Multifandom mess now, ex-Delena vet 💥 |",2,0,12,0,2022-06-17 02:56:24+00:00,0
1.54E+18,1.33E+18,"ransom
One more monster crawled inside
But I swear I saw it die
Can you save me from the nothing I've become?
I abandoned this love and laid it to rest
And now I'm one of the forgotten
I'm not, I'm not myself
Feel like I'm someone else
Fallen and faceless
So hollow, hollow inside",721,3151,8155,11,0,0,FemaleTrans Content Creator|Banner: @YxngPxpsi |Pfp: @Nona_Moth |Art tag: #TsumaArt,0,1,0,0,2022-06-18 18:30:49+00:00,0
1.54E+18,103213895,This lasagne was so good I almost cried in front of our publicist https://t.co/qEEaQizKqC,66853,1677,76065,700,0,0,maker of comics. reader of cards. best-selling author of Eisner-nominated and 2x Harvey Award-winning OGN The Magic Fish. he/they 🏳️‍🌈. rep’d by @kate_mckean,5,13,389,0,2022-06-19 13:30:09+00:00,0
1.54E+18,1.52E+18,"And like the moon, we must go through phases of emptiness to feel full again.

-🌓 https://t.co/Ni41JX9Acx",6,8,33,0,0,0,"“Simplicity, patience, compassion. These are your three biggest treasures.”🌷💕",0,0,2,0,2022-06-13 15:18:18+00:00,0
1.54E+18,1.35E+18,why is there baekmin hugging in broduce in my tl 😭😭😭 do u want me to cry https://t.co/Q9f6zagfi5,429,513,23498,3,0,0,"︎︎
LOΛE W 🌸 dOnO",5,1,29,0,2022-06-15 15:51:10+00:00,0
1.54E+18,1.54E+18,"Someone finish the series 🤣🤣

@Nnattawin1
#KinnPorscheEP11 
#KinnPorscheTheseries https://t.co/FVmes7n1Ao",0,21,21,0,1,1,im a person but sometimes im not sure 🙂🖤,2,0,2,0,2022-06-19 07:19:20+00:00,0
1.54E+18,1.50E+18,"We have around 16 hours left for the Private Sale! ⏳

🍭 Here's some new sneak peeks! 🍭

Which is your would you choose? 👀 

☁️  or  🤡 

#lonelytogether https://t.co/dvaeU44l9F",110282,13,469,490,1,0,"The official Twitter account of ""LonelyPop"" by @bushrobins & @0xStudio | https://t.co/ldQawMr2GN | https://t.co/Z93BDD5AZU | Sold out",64,25,352,5,2022-06-18 22:07:03+00:00,0
1.54E+18,1.50E+18,"A blessed day indeed! I don't know what I did to deserve all this blessings that I am receiving, but I am thankful, and I am grateful! Have a blessed Sunday y'all https://t.co/ZuC0womgMa",20,305,42,0,0,0,I just want you to know that i am not here to prove myself to anyone.,0,1,1,0,2022-06-19 06:05:55+00:00,0
1.54E+18,1.41E+18,I picked up all kinds of hobbies. But I don’t feel like I do very good in any of this. I see no improvements. I disappointed my parents. I feel like a failure. The idea that I am fallen behind scares me even more. I acted all relaxed but I was Panicking on the inside.,0,107,201,0,0,0,I am table pen. Yoshi,0,0,0,0,2022-06-19 05:52:29+00:00,0
1.54E+18,1.08E+18,"Things will most likely never get better, but I’ll still own up to my bad decisions regardless. I haven’t been okay. I haven’t found any peace with myself. I’m trying and I want to find it. https://t.co/VgrLFMHuUM",202,2656,11593,4,0,0,Ex-music journalist. Top 4.32% somewhere. Human rights advocate. Antifa Dark Trooper. #BLM. Wallflower. Twitch & OF link below.,0,0,0,0,2022-06-15 02:38:59+00:00,1
1.54E+18,3013758756,If you call me Clown just know it makes me smile because I like being a clown and umm you look really foolish actually,4664,835,60541,14,0,0,"Mm, can't beat a Jolt Cola. 2x caffeine, twice the fun. Am I right. Or am I right?",3,1,21,0,2022-06-16 01:52:59+00:00,0
1.54E+18,1.51E+18,"I’m sorry to say I hate mfs who are like “Ugh I’m soooo ugly. No one would want me.” FOR COMPLIMENTS? I can tell when ur saying it when ur insecure, and when ur looking for compliments, BECAUSE INSECURE PEOPLE DONT OFTEN TALK ABOUT IT 😭😭",390,252,7405,2,0,0,"🤎 ¡! 🤎 ~ Gws, Art, + more ~ 🤎 ¡! 🤎",0,2,0,0,2022-06-18 11:25:34+00:00,1
1.54E+18,1.43E+18,Massage has promising potential to help rebuild muscle in those who cannot handle weight-bearing or resistance exercise. In this episode [...]The post Massage for Muscle Atrophy [Research Perch] appeared first on Massage Therapy https://t.co/FGIGElZun3 https://t.co/VPPO0TF8QQ,6,30,205,0,0,0,Education through Mentorship,0,0,0,0,2022-06-19 19:52:06+00:00,0
1.54E+18,425727233,"#RT @loanchargeAPPG: “My mental health has been impacted considerably being hounded by #HMRC under the constant stress, pressure &amp; anxiety inducing wait for another brown envelope. I missed many years of enjoying my children growing up. Ultimately causin… https://t.co/nT9yVkzqQW",253,219,4648,1,1,1,"NHS worker being chased by a vicious and vindictive retrospective income grab. Not tax, an income grab.",14,0,15,0,2022-06-17 13:09:03+00:00,0
1.54E+18,1.53E+18,"#modijideferNEETUG2022 
Modi ji please help.
Please defer neet for only 30-40 day.
Sir,we all are in stress &amp; depression.
🙏🙏🙏🙏🙏 please help sir 😭😭
#JusticeforNEETUG 
@narendramodi 
@PMOIndia 
@DG_NTA 
@dpradhanbjp 
@rashtrapatibhvn https://t.co/TZ4AUcbPbz",1,5,404,0,1,1,,32,1,9,0,2022-06-18 12:15:35+00:00,0
1.54E+18,1.15E+18,i think i dont deserve to be happy .,463,160,6827,0,0,0,ik u hate me lol idc,4,0,2,0,2022-06-18 17:45:03+00:00,1
1.54E+18,1.43E+18,"I just lie in bed 'til the afternoon 
Dreamin' 'bout the things that I wanna do",525,4,6605,1,0,0,hourly change my clothes lyric ! - admin in following,0,0,2,0,2022-06-16 15:39:22+00:00,0
1.54E+18,1.52E+18,"They're such a powerful duo. I want them to be best friends till the very end.
#InsiderEp4 #KangHaNeul #KangYoungSeok https://t.co/IhYMd9ckzp",25,62,31,0,1,0,"🍿Asian Dramas, Movies and Stuff | 🏳️‍🌈Spread Love Not Hate",12,0,24,0,2022-06-18 11:32:27+00:00,0
1.54E+18,1.35E+18,"Dissapointment #PS4share

https://t.co/cO1J4Aov0A https://t.co/JzKYDjrR9Q",99,251,6217,0,1,0,bbtag and kof enjoyer also a big fan of rock howard and kyo kusanagi,0,0,0,0,2022-06-16 01:15:59+00:00,0
1.54E+18,2652464804,"Hopeless future All your life when it’s purely out
؟?

سےفے فؤغا فؤقا كلؤسےت https://t.co/gt80poRjez",191,261,7370,0,0,0,,0,0,0,0,2022-06-17 16:05:56+00:00,1
1.54E+18,1.52E+18,"Im fine, this is fine. https://t.co/0W8DzMdnyQ",25,112,1788,0,0,0,.,0,0,0,0,2022-06-14 06:14:12+00:00,0
1.54E+18,1.54E+18,hello I'm finding malaysian kpop stan!!! Any fandom is fine. btw not new to stan acc ☺️ help rt 💞,26,51,132,0,0,0,tolong belikan matcha thenks,17,1,10,0,2022-06-18 11:38:28+00:00,0
1.54E+18,1.41E+18,Unexpected call from you always make me feel better.,36111,85,8794,43,0,0,Tempat bertenang | Daily life quotes | DM for paid RT/any business inquiries | @thediarihati 🤍,92,0,150,4,2022-06-15 17:04:31+00:00,0
1.54E+18,1.31E+18,"I don’t think I’d ever try eating amala in a shoprite store again🤌🏼😂😂

The vibes is not there❌😂🤲🏻😂
No rushing🤲🏻😂
No body by your side eating same amala🥲😂
And lastly, there was no gbegiri😭😭 so sad and lonely💔😂😂 I’m never trying that again! Ever‼️",712,603,3340,0,0,0,"all na cruise😂🤲🏻😂 omo unilag😌❤️ ps. I'm a caterer IG:lilycakeolicious, A realtor/property consultant IG;lily_realty. Also a skincare expert @ng.oriflame",0,3,15,0,2022-06-16 22:27:40+00:00,0
1.54E+18,8.43E+17,"@BTS_twt -
For Youth the lyrics are so deep and you sing this out with all your feelings .. so my eyes always fill with tears all the time really 🥲🥹💙💙💙💙 https://t.co/cCM1gY0EL6",0,1,45356,0,0,1,너를 사랑하는 것밖에는 못 해 🌸,0,0,0,0,2022-06-17 14:41:22+00:00,0
1.54E+18,1.33E+18,"Honestly, it sounds so over to talked about but why do I suddenly feel tired and hopeless about my life idk i just want to disappear until i feel okay",68,97,283,0,0,0,NaoRei 🤝 YoonJaehyuk,0,0,0,0,2022-06-18 08:08:06+00:00,1
1.54E+18,1.53E+18,i feel so worthless,0,1,6,0,0,0,Leave asap,0,0,0,0,2022-06-19 13:17:03+00:00,1
1.54E+18,1.41E+18,"the reason i want to reach 90 lbs is so i can flex losing 200 lbs. I’m so close — some days i feel like a failure, but i remember how far i came. I did what most cannot do in a year. I’m proud of how far i came and i will reach my ugw by the end of the year.",545,803,1122,2,0,0,,0,1,13,0,2022-06-18 02:10:34+00:00,0
1.54E+18,860600858,Late night thoughts: i gotta do more goofy ass expressions with other characters https://t.co/Aj1ae1DlPh,413,1254,38407,13,0,0,"some idiot who likes reading manga and playing fighting games, I want to become a comic artist.

occassionally suggestive art ahead, nsfw alt somewhere",0,0,4,0,2022-06-17 04:56:34+00:00,0
1.54E+18,1.53E+18,"Surprise Cash 💸

Follow me
Retweet 📌",9069,547,837,3,0,0,Don't worry too much and don't let it get to you. claiming acc: @melgives_ Store: @BillyKappa_ByM 🎩✨ vouches: #MelissaProofs,196,48,123,1,2022-06-19 10:43:33+00:00,0
1.54E+18,1.48E+18,"In Pakistan, about 180,000 acres were found suitable for tea cultivation. We were going to make tea gardens with the help of China in August 2021,but Now Wazir e Mansooba Bandi made Mansooba to stop taking the tea because it is important like our government.

Anything left?🧐🙄 https://t.co/sbuWov2phi",104,6,852,0,0,0,Student | Political & Strategic Analyst |  Artist 🎨... Columnist | Writer ✍️...,79,2,51,0,2022-06-16 00:46:55+00:00,0
1.54E+18,1.48E+18,god why am i a hopeless fucking romantic but my actual romantic life is doomed,748,890,9265,16,0,0,"*:;,．★ ～☆・:.,;*
ae/he/she
♡Hold my hand please This wind could blow me away♡ 
pfp by @yonumo
forms: https://t.co/SF1pukIyLu…
m/w @nmicide
*:;,．★ ～☆・:.,;*",0,2,3,1,2022-06-17 21:08:54+00:00,0
1.54E+18,1.38E+18,"#nxtlvl_go • help rt / wts lfb / preorder

MOM! IT’S ME CHACHA - Fanmade Stuff Toy of Kim Chaewon
• 800 each

normal eta
doo: June 18
dop: 50% on June 18 (the rest once on hand)
production period of the doll: 2-3 months

DM TO ORDER! https://t.co/Ob1ZjsIsAP",2898,42,4123,12,1,0,"@nextlevelbackup : le sserafim, nct, aespa, izone, ive, red velvet, exo and nmixx focused claims & gos ⋆ rcbyt, forms & mlist in our carrd ⋆ weekends = rest day",13,1,6,3,2022-06-17 10:40:11+00:00,0
1.54E+18,1.50E+18,".@WorldBank , ""The GBV survivors are living in Tigray under limited quality response services"". Please help them. 

👉world bank, supporting 🇪🇹 is encouraging #TigrayGenocide.
Please stop it. 
@Vivreenpaix2
@eucopresident @JosepBorrellF
@hilufmessi93 https://t.co/29TLWnGvFS",652,259,33805,0,1,1,,25,0,9,0,2022-06-19 20:11:58+00:00,0
1.54E+18,2772515903,a lot of ppl can’t take all the direct air from the fan. they wake up w a baby cold. omg weak asses. i can’t stand sleeping around y’all lol,59719,1463,70195,110,0,0,illest 🅱️ alive. IG: _hairbyb_,7,1,28,3,2022-06-19 04:37:32+00:00,0
1.54E+18,1583059478,"#EveEp7 synopsis~

I dont care about his wound.  He dont deserve Rael 

RAEL PLEASE WOKE UP 🙃 https://t.co/ZHD9XwNYg5",1250,700,25033,5,1,0,"Ig :@ sooji_sky | Lurking Armys💜 | Hyunji's 🤡❤️

OldUn : @yeye_armys 👋🏻",2,0,26,0,2022-06-16 15:41:23+00:00,0
1.54E+18,2544131490,"I am the worst when it comes to saving my art while working, I always forget

But nothing can make me suddenly remember to save better than a loud clap of thunder lol",683,1751,17403,15,0,0,Drew | 21 | 🏳️‍⚧️ ~ He/They | Mlm Demisexual | SFW digital artist | Taken 💜 | Commissions OPEN (10/10 slots) |,0,1,4,0,2022-06-13 07:26:30+00:00,0
1.54E+18,1.46E+18,https://t.co/YQij5yB7Up,2890,114,942,4,0,0,★ mentally ill imaginery  ★  feel free to DM submissions ★ carrd on pinned ★ tip jar below ↓,16,0,72,1,2022-06-17 00:58:40+00:00,0
1.54E+18,1.54E+18,Become so busy that you don't have time to feel depressed.,153,11,89,0,0,0,Learn to not give a F*ck  | Philosophy | Psychology | Food for Thought🌱🍃,97,10,503,11,2022-06-18 03:15:50+00:00,0
1.54E+18,9.41E+17,the holy trinity of my depressive ep comfort videos https://t.co/M87kW7M7L2,30,62,1961,0,0,0,bridge enthusiast,0,2,3,0,2022-06-13 21:23:31+00:00,0
1.54E+18,8.96E+17,"there's a very specific, weird kind of grief that comes with going to chart check someone you've been following and epic asks if you'd like to open the chart of a deceased patient and thats how you find out they passed",24369,2060,59991,87,0,0,"M4 @NUFeinbergMed | @WIMSummit #SoMe Chair | Visual Abstract Editor @PedCritCareMed @CritCareExplore | Co-Founder @GetMePPEChi | but mostly, Star Wars",129,60,2415,23,2022-06-16 19:24:42+00:00,0
1.54E+18,1.51E+18,I wish you could see the stupid smile I get when we're texting,24787,22,466,9,0,0,Beautiful Models ||DM for ads & promo,71,0,126,1,2022-06-17 14:38:31+00:00,0
1.54E+18,2570717939,"Sometimes I get to do some pretty cool things. Happy to be apart of this journey, thank you to the athletes for the experience and making me a better person and coach. https://t.co/wGb1h8j5hl",615,1224,10150,1,0,0,Unwavering belief and unyielding faith. Teacher of Science and Coach of Wrestling with @TribeGrapplers #GATA #HailSouthern #GirlDad,0,0,0,0,2022-06-17 15:23:20+00:00,0
1.54E+18,1.49E+18,"“They’re more than just friends,brothers or family — they just feel like a place you can always come back to.” 

I’M FEELING TEARFUL 🥹 https://t.co/CiCzn6H9Zb",335,399,7705,0,0,0,all things jimin & jikook (◕ᴗ◕✿),3,1,9,0,2022-06-18 03:26:49+00:00,0
